	Number	lat	long	country
Institute For Writing Studies of St Johns University	1	40.7215967	-73.7946899	United States
Booth University College	2	49.89322869999999	-97.15179429999999	Canada
Montana State University Billings	1	45.7968435	-108.5220124	United States
University Edinburgh	18	55.9445158	-3.1892413	United Kingdom
Bern University	2	46.9504896	7.438119	Switzerland
Aix Marseille University	2	43.29362099999999	5.358066	France
University Bucharest	2	44.435458	26.1012481	Romania
Michigan Technol University	1	47.1149065	-88.54530729999999	United States
University Paris 13	1	48.95620900000001	2.341461	France
University of Trieste	2	45.658667	13.7934477	Italy
University of Duisburgessen	1	51.4277172	6.801007999999999	Germany
University of Western Ontario	5	43.0095971	-81.2737336	Canada
Bethunecookman University	3	29.2110102	-81.03157499999999	United States
University Cordoba	1	37.884806	-4.7873239	Spain
University of Mainz	2	49.9926403	8.241555199999999	Germany
Villanova University	2	40.037056	-75.34358	United States
Ca 91109 Usa University Rhode Isl	1	41.4860647	-71.5308537	United States
University of The Western Cape	1	-33.9335203	18.627958	South Africa
Eastern New Mexico University	3	34.1789822	-103.347983	United States
University Bern	2	46.9504896	7.438119	Switzerland
Russia Moscow Mv Lomonosov State University	1	55.70393490000001	37.5286696	Russia
University of Westminster	2	51.5168133	-0.143205	United Kingdom
Bursa Orhangazi University	3	40.1869788	29.1309135	Turkey
George Mason University	15	38.8315541	-77.3120885	United States
University of Hull	8	53.7737034	-0.3680781	United Kingdom
United States University of California	1	34.4139629	-119.848947	United States
Universityersita Del Piemonte Orientale	2			
Fl 33701 Usa University S Carolina	1	27.763644	-82.63555889999999	United States
Salem State University	5	42.503103	-70.890682	United States
Denmark University of Oxford	1	51.7548164	-1.2543668	United Kingdom
East Stroudsburg University	7	40.9970909	-75.172533	United States
University Paris Est Marne La Vallee	1	48.840109	2.586253	France
Mem University Newfoundland	2	47.5737975	-52.7329053	Canada
Longwood University	1	37.29717979999999	-78.3961973	United States
Russian Federation Carleton University	1			
University of Colorado	2	40.00758099999999	-105.2659417	United States
University Cambridge	11	52.2042666	0.1149085	United Kingdom
University of Reading	5	51.4414205	-0.9418157	United Kingdom
Dongeui University	1	35.1429679	129.0340908	South Korea
Eberhardkarlsuniversityersität	1			
University of Siena	1	43.3191736	11.3329505	Italy
University of Colorado At Boulder	2	40.00758099999999	-105.2659417	United States
University of Sunderland	1	54.90448989999999	-1.3919524	United Kingdom
San Francisco State University	2	37.721897	-122.4782094	United States
University Kentucky	3	38.0306511	-84.5039697	United States
University Geneva	3	40.7713156	-80.3218472	United States
University of Konstanz	2	47.689426	9.1868777	Germany
University Texas	3	30.2849185	-97.7340567	United States
University Marine Biol Stn	1	36.6190883	-121.9046041	United States
University of Chicago Law School	1	41.7850601	-87.5990015	United States
University Del Rosario	1	4.6001576	-74.0734574	Colombia
Willamette University	3	44.9359709	-123.0318598	United States
Bond University	1	-28.0730934	153.4166377	Australia
Warsaw University Life Sci	1	52.1621201	21.0467135	Poland
University Roma Tre	2	41.862585	12.479095	Italy
Mem University	1	35.118741	-89.937141	United States
Depauw University	1	39.6393943	-86.86289459999999	United States
University Gothenburg	6	57.6981719	11.971878	Sweden
Queens University Belfast	13	54.5844087	-5.9340493	United Kingdom
University Politécnica De Madrid	2	40.4486372	-3.7192798	Spain
Suffolk University	6	42.3585205	-71.0613561	United States
Alexander Dubcek University Trencin	4	48.898708	18.047361	Slovakia
University of Portsmouth	3	50.79512870000001	-1.0935686	United Kingdom
United States University of Chicago	1	41.7886079	-87.5987133	United States
Washington Lee University	1	37.7904861	-79.4449563	United States
University of Groningen	3	53.2192634	6.562987199999999	Netherlands
Western Illinois University	1	40.476174	-90.684401	United States
Eastern Illinois University	8	39.4780293	-88.1759052	United States
University of East Anglia	2	52.6219215	1.2391761	United Kingdom
Memorial University	3	47.5737975	-52.7329053	Canada
Helmutschmidtuniversityersity	1	53.5685678	10.1102543	Germany
Essca School of Management France Maastricht University	1			
University of Illinois At Urbanachampaign	2	40.1019523	-88.2271615	United States
Philippsuniversityersity Marburg	1	50.8106859	8.7741641	Germany
Pacific Lutheran University	3	47.1453532	-122.4440668	United States
Yonsei University	1	37.565784	126.938572	South Korea
Universityersitätsstrasse 10	1			
Loughborough University	8	52.769227	-1.224632	United Kingdom
Long Isl University	1	40.691148	-73.98079899999999	United States
University of Nottingham	19	52.938636	-1.1951582	United Kingdom
University Leicester	4	52.6211393	-1.1246325	United Kingdom
Stockton University	3	39.4941665	-74.53237949999999	United States
University Erlangen Nurnberg	2	49.5978804	11.0045507	Germany
Temple University Libs	1	39.9809391	-75.154457	United States
Norwegian University Sci Technol Ntnu	1	63.41949899999999	10.4020771	Norway
University of Miami	4	25.7191685	-80.2771253	United States
University Bremen	4	53.10675800000001	8.852039999999999	Germany
Uit University Tromso	1	69.679788	18.9710079	Norway
University of Antwerp	3	51.2228097	4.4102318	Belgium
Austria University of Michigan	1	42.2780436	-83.7382241	United States
University of Sussex	10	50.86708950000001	-0.08791399999999999	United Kingdom
University of Bialystok	1	53.1279257	23.1586545	Poland
Kingston University	3	51.4032431	-0.3034882	United Kingdom
University Sussex	9	50.86708950000001	-0.08791399999999999	United Kingdom
France University of Oregon	1	44.0458255	-123.0751189	United States
Simon Fraser University	7	49.2780937	-122.9198833	Canada
Bowie State University	1	39.0192914	-76.7594039	United States
Leibniz University of Hannover	1	52.3829641	9.7196989	Germany
University Grenoble	1	45.1906157	5.7749356	France
University Paris 03	1	48.83979619999999	2.3538807	France
University Ontario Inst Technol	1	43.9458718	-78.8967375	Canada
Emeritus of Tokyo University	1	35.7126775	139.761989	Japan
Rowan University	2	39.7098595	-75.1189478	United States
Austria University New Mexico	1	32.2787745	-106.7479059	United States
Central European University Budapest	1	47.5005395	19.04958	Hungary
University Mannheim	2	49.48371059999999	8.4622333	Germany
Switzerland University of Tampere	1	61.49374479999999	23.7787354	Finland
University Bretagne Occidentale	1	48.3980356	-4.5076415	France
Free University Amsterdam	2	52.3337568	4.8657199	Netherlands
University of Stirling	7	56.1459171	-3.918879	United Kingdom
Spiru Haret University	1	44.4332166	26.1009718	Romania
Tufts Universityersityma	1	42.4074843	-71.1190232	United States
University of Arkansas	6	36.0678324	-94.17365509999999	United States
Bridgewater State University	2	41.9877398	-70.9660014	United States
University Texas Pan Amer	1	26.3069259	-98.17476990000002	United States
University of Central Arkansas	2	35.0780913	-92.4579383	United States
Acquisitions Department Milton S Eisenhower Library Johns Hopkins University Baltimore	1	39.329053	-76.61942499999999	United States
University Westminster	1	51.5168133	-0.143205	United Kingdom
Netherlands University Utrecht	1	52.0901527	5.1226018	Netherlands
Western Michigan University	5	42.2837336	-85.6102507	United States
University of Palermo	3	38.11779	13.369838	Italy
Quinnipiac University	1	41.41968190000001	-72.8952178	United States
American University	6	38.9399652	-77.0880213	United States
University of Wisconsin Law School	1	43.0744766	-89.402378	United States
University Western Ontario	2	43.0095971	-81.2737336	Canada
Vrije University Brussel	1	50.821658	4.394886	Belgium
Stockholm University	4	59.36276469999999	18.0592677	Sweden
University of Freiburg	3	47.9935441	7.845949599999999	Germany
St Lawrence University	2	44.5892119	-75.1608814	United States
Department of Middle Eastern Studies At Barilan University	2	32.0691989	34.8430876	Israel
University Trent	1	44.3571304	-78.290363	Canada
University Calif Santa Cruz	5	36.9913856	-122.0608718	United States
University Fed Amazonas Ufam	1	-3.1002521	-59.97651750000001	Brazil
The University of Virginia	2	38.0335529	-78.5079772	United States
University Calif Irvine	4	33.6404952	-117.8442962	United States
University of Zagreb	2	45.81057029999999	15.9698015	Croatia
University of Toulouse	1	43.5943757	1.4506494	France
Amer University	3	38.9399652	-77.0880213	United States
University Iowa	6	41.6626963	-91.5548998	United States
University of Durham	4	54.7649859	-1.5782029	United Kingdom
University of Texas	11	30.2849185	-97.7340567	United States
Bath University	1	51.3781162	-2.3272635	United Kingdom
Universityersité Laval	4			
University of Lille 3	2	50.6275863	3.1263292	France
Brest University Hosp	1	41.5076487	-81.6058718	United States
University of Wolverhampton	2	52.587214	-2.127525	United Kingdom
Universityersité De Montréal	4			
Maynooth University	6	53.3835961	-6.6005536	Ireland
Natl University Ireland Galway	1	53.27664499999999	-9.061603	Ireland
University Cent Lancashire	5	53.7645034	-2.7083505	United Kingdom
Mt Royal University	2	51.0111345	-114.1318301	Canada
City University of New York Graduate Center	2	40.748449	-73.9834916	United States
University N Dakota	1	47.922891	-97.0768014	United States
University No British Columbia	2	49.26060520000001	-123.2459938	Canada
Fayetteville State Universityersitync	1	35.0742206	-78.8924896	United States
University Paris 02	1	48.8469373	2.344468	France
University of Warsaw	6	52.2403463	21.0186012	Poland
Long Island University Liu	1	40.691148	-73.98079899999999	United States
University of Passau	2	48.5670466	13.4517835	Germany
North Carolina State University	7	35.7846633	-78.6820946	United States
Old Dominion Universityersityva	1			
Netherlands University Amsterdam	1	52.35581819999999	4.955726299999999	Netherlands
University Orange Free State	1	-29.1112771	26.1869783	South Africa
Eu And International Law At Leiden University	1			
Md 21202 Usa Johns Hopkins University	1	39.3299013	-76.6205177	United States
Utah State University	4	41.745161	-111.8097425	United States
Georgetown Universityersitys	1	38.9076089	-77.07225849999999	United States
University Florence	2	43.7776426	11.259765	Italy
University Hawaii Manoa	2	21.296939	-157.8171118	United States
Loyola University	2	41.998997	-87.6581921	United States
Florida Int University	4	25.756576	-80.373949	United States
George Washington University	18	38.8997145	-77.0485992	United States
Hampton University	1	37.0228392	-76.3343603	United States
University Oxford Wolfson Coll	1	51.770973	-1.25522	United Kingdom
Delft University Technol	1	51.99625589999999	4.3758659	Netherlands
University of Utah	2	40.7649368	-111.8421021	United States
University Houston	2	29.7199489	-95.3422334	United States
California State Polytechnic University	2	34.0575651	-117.820741	United States
University of Otago	1	-45.8646835	170.5144227	New Zealand
University Oxford	13	51.7548164	-1.2543668	United Kingdom
University Oxford Nuffield Coll	1	51.7527214	-1.2624309	United Kingdom
Mit University	2	42.360091	-71.09416	United States
Chiba University	1	35.6262467	140.1024122	Japan
Istanbul Medeniyet University	1	40.99531289999999	29.0645701	Turkey
University Georgia	7	33.9480053	-83.3773221	United States
University Pacific	1	37.9808152	-121.3120225	United States
University Michigan	6	42.2780436	-83.7382241	United States
Rutgers State University	9	40.4981958	-74.44679579999999	United States
Netherlands Erasmus University	1	51.91752	4.525585	Netherlands
University Appl Sci	1	43.660131	-79.3959928	Canada
University Western Sydney	1	-33.867374	151.2103352	Australia
Tech University Ostrava	3	49.8336826	18.1636092	Czechia
Nc State University	1	35.7846633	-78.6820946	United States
Alma Mater Studiorum Universityersità Di Bologna	1	44.4962318	11.354157	Italy
James Cook University	2	-19.326378	146.7572865	Australia
Montclair State University	1	40.8644792	-74.19855969999999	United States
State University of New York At Fredonia	1	42.4538665	-79.34036329999999	United States
University Cambridge Girton Coll	1	52.2292997	0.0842694	United Kingdom
University of Essex	3	51.87772589999999	0.9472069000000001	United Kingdom
University Zagreb	3	45.81057029999999	15.9698015	Croatia
University Chicago	10	41.7886079	-87.5987133	United States
New York University	12	40.72951339999999	-73.9964609	United States
University Nacional De La Plata	1	-34.9128319	-57.95116290000001	Argentina
University Coll	2	51.52455920000001	-0.1340401	United Kingdom
University Molise	1	41.554065	14.667139	Italy
University of Missouri	3	38.9403808	-92.32773750000001	United States
University Texas El Paso	3	31.7708544	-106.5046216	United States
So Illinois University	3	37.7090577	-89.22491339999999	United States
Institute of Geography University of Bordeaux Iii	2	44.795412	-0.6163179999999999	France
University North Carolina	21	35.9049122	-79.0469134	United States
Cyprus University Technol	1	34.6766777	33.0445361	Cyprus
University of Washington University of Twente	1	47.65533509999999	-122.3035199	United States
University of Florence	2	43.7776426	11.259765	Italy
Ruhruniversityersity Bochum	2	51.44566589999999	7.261609300000001	Germany
University Tarapaca	1	-20.2336753	-70.14121759999999	Chile
Belgium University of Chicago	1	41.7886079	-87.5987133	United States
National University of Ireland	2	53.27664499999999	-9.061603	Ireland
University Tennessee	3	35.9544013	-83.92945639999999	United States
University Auckland	1	-36.8523378	174.7691073	New Zealand
University Cattolica Milano	1	45.4621325	9.177178500000002	Italy
Yale University	26	41.3163244	-72.92234309999999	United States
Tokyo University of Foreign Studies	1	35.673444	139.519935	Japan
Mt Allison University	1	45.8983184	-64.3731004	Canada
Ball State University	4	40.2061028	-85.40698599999999	United States
Michigan State University	16	42.701848	-84.4821719	United States
John Carroll University Outside	1	41.4905062	-81.5293126	United States
Universityersitat Pompeu Fabra	3	41.3789689	2.179794100000001	Spain
Loyola Marymount University	2	33.9698183	-118.4184969	United States
Economics Istanbul Teknik Universityersitesi Istanbul Turkey	1			
University of Oviedo	1	43.3617179	-5.8462773	Spain
S Dakota State University	2	44.3189457	-96.783968	United States
University Florida	5	29.6436325	-82.3549302	United States
University of Neuchatel	1	46.9938549	6.9387031	Switzerland
Universityersité De Lyon	1			
Salzburg University	1	47.797324	13.04817	Austria
University Cambridge Trinity Coll	1	52.2069577	0.1130816	United Kingdom
Humboldt University	9	40.8752748	-124.077821	United States
University Hartford	1	41.7985989	-72.7140002	United States
Georgaugustuniversityersity	1			
No Kentucky University	2	39.0318034	-84.4643828	United States
University De Córdoba	1	37.884806	-4.7873239	Spain
Lake University	1	29.4264099	-98.5433654	United States
United States University of Cambridge	1	40.7555816	-73.98277809999999	United States
University Massachusetts Boston	1	42.3148413	-71.0367377	United States
University Wisconsin Madison	2	43.076592	-89.4124875	United States
University Marburg	2	50.8106859	8.7741641	Germany
Redeemer University Coll	1	43.207185	-79.948979	Canada
E Carolina University	1	35.6055108	-77.3645653	United States
University of Californiasanta Barbara	1	34.4139629	-119.848947	United States
Universityersité De Fribourg	1			
University Bamberg	1	49.8938345	10.886138	Germany
University De Málaga	2	36.7199506	-4.4160927	Spain
University Keele	3	53.00343729999999	-2.272053000000001	United Kingdom
University of Massachusetts	6	42.3911569	-72.5267121	United States
Norwegian University of Science And Technology	1	63.41949899999999	10.4020771	Norway
Vu University	2	52.3337568	4.8657199	Netherlands
University Bath	4	51.3781162	-2.3272635	United Kingdom
University Maryland	7	38.9869183	-76.9425543	United States
University Liege	3	50.5830803	5.559063999999999	Belgium
University De Sevilla	2	37.3807579	-5.9912307	Spain
Drexel University College of Medicine	1	40.0193227	-75.1796122	United States
Paris 1Panthéonsorbonne University	1	48.8469373	2.344468	France
Russia University Gerona	1	41.9630744	2.8304109	Spain
University of Medicine And Dentistry of New Jersey	2	40.74353	-74.1907274	United States
University Autonoma Yucatan	1	20.96965	-89.623128	Mexico
Nipissing University	1	46.34301259999999	-79.49278960000001	Canada
Purdue University	6	40.4237054	-86.92119459999999	United States
Leibniz University Hannover	1	52.3829641	9.7196989	Germany
University of Maribor	2	46.5591885	15.6433073	Slovenia
Wayne State University	1	42.3591388	-83.06654619999999	United States
University Sorbonne Nouvelle – Paris 3	2	48.83979619999999	2.3538807	France
Fordham University	2	40.8620404	-73.88569869999999	United States
Aixmarseille Universityersité	2			
University of Göttingen	1	51.5408116	9.9374005	Germany
Belgium Ghent University	1	51.0465619	3.727918099999999	Belgium
University of Tampere	5	61.49374479999999	23.7787354	Finland
Catholic University Louvain	2	50.66968749999999	4.6155909	Belgium
United Kingdom Duke University	1	36.0014258	-78.9382286	United States
University Int Roma Unint	1	41.859918	12.4966143	Italy
Sonoma State University	2	38.3393866	-122.6741812	United States
Louisiana State University	10	30.4132579	-91.1800023	United States
Johns Hopkins Universityersitymd	1	39.3299013	-76.6205177	United States
Catholic University of Portugal	1	41.1532817	-8.6721261	Portugal
University Northern Iowa	1	42.5133893	-92.4620034	United States
University De Murcia	1	38.01875100000001	-1.16938	Spain
University of Paris 8	1	48.9449361	2.3635622	France
University Potsdam	2	44.66376109999999	-74.998544	United States
University Calif Berkeley	16	37.8718992	-122.2585399	United States
The Pennsylvania State University	3	40.7982133	-77.8599084	United States
University of Grenoble	1	45.1906157	5.7749356	France
New School University	1	40.735547	-73.994297	United States
University Library	1	38.6567151	-90.30927199999999	United States
University Luxembourg	1	49.504254	5.948386	Luxembourg
Malmo University	1	55.6087954	12.9945611	Sweden
United Kingdom University of Southern Denmark	1	55.3706746	10.4280673	Denmark
University of Brighton	4	50.8420449	-0.1198916	United Kingdom
Shenandoah University	1	39.1660159	-78.1583388	United States
University Nacl Autonoma Mexico	2	19.3476893	-99.16546489999999	Mexico
University Penn	7	39.9522188	-75.1932137	United States
University of Bremen	2	53.10675800000001	8.852039999999999	Germany
University of São Paulo	2	-23.5613991	-46.7307891	Brazil
University Maryland Baltimore Cty	1	39.2556129	-76.7109751	United States
University Pompeu Fabra	2	41.3789689	2.179794100000001	Spain
Universityersité De Nice Sophia Antipolis	2			
University De Navarra	1	42.8014859	-1.6597295	Spain
Drake University	1	41.6029128	-93.65529839999999	United States
University S Florida	2	28.0587031	-82.41385389999999	United States
University Lancaster	3	54.0103942	-2.7877294	United Kingdom
Dublin City University	3	53.385062	-6.2567865	Ireland
Odense University	1	55.3706746	10.4280673	Denmark
University of Bonn	7	50.7267715	7.0865227	Germany
Depaul University	5	41.8780698	-87.6273717	United States
University of Würzburg	2	49.7830083	9.9708462	Germany
St Marys University	1	29.4523378	-98.5640981	United States
University of Oslo	5	59.9399586	10.7217496	Norway
University San Pabloceu	1	40.4427194	-3.718373699999999	Spain
University De Las Palmas De Gran Canaria	1	28.0990409	-15.4198576	Spain
Canada Carleton University	1	45.3875812	-75.69602019999999	Canada
Faculty of Social Sciences At Charles University	1	50.0823432	14.4133119	Czechia
Universityersidade Nova De Lisboa	1	38.733682	-9.160333	Portugal
Nanyang Technological University	3	1.3483099	103.6831347	Singapore
University Washington	6	47.65533509999999	-122.3035199	United States
Lancaster University Law School	2	39.714204	-82.59958499999999	United States
University Turin	1	45.06942799999999	7.6889006	Italy
University Lodz	1	51.77207749999999	19.4740065	Poland
Universityersità Di Firenze	1	43.7776426	11.259765	Italy
University of Waterloo	5	43.4722854	-80.5448576	Canada
Miami Ohio University	2	39.5105334	-84.73087679999999	United States
University San Francisco	1	37.7766466	-122.450683	United States
Georg August University Gottingen	1	51.5408116	9.9374005	Germany
Natl Def University Indus Coll	1	38.8667772	-77.01455229999999	United States
Bucknell University	7	40.9546869	-76.8835514	United States
Centre For Transdisciplinary Development Studiesuniversityersity of Trásosmontes And Alto Douro	1			
University of Zilina	1	49.2040671	18.7548664	Slovakia
University of Akron	4	41.076655	-81.5113386	United States
No Illinois University	1	41.934233	-88.774069	United States
University Rochester	4	43.1305531	-77.6260033	United States
University of Coloradoboulder	2	40.00758099999999	-105.2659417	United States
University of Auckland	1	-36.8523378	174.7691073	New Zealand
Indiana Universityersitypurdue University	2	39.7738832	-86.1763393	United States
University Tartu	1	58.3810843	26.7198659	Estonia
Moscow Mv Lomonosov State University	4	55.70393490000001	37.5286696	Russia
Friedrich Schiller University	2	50.9295513	11.5898195	Germany
Rutgers Universityersitynewark	1	40.7416983	-74.17418909999999	United States
University Southampton	12	50.9365797	-1.3960169	United Kingdom
University of Nevada	2	39.5441917	-119.816397	United States
University of Ulster	6	55.0062362	-7.3236107	United Kingdom
California Polytechnic State University	3	35.3050053	-120.6624942	United States
Victoria University Wellington	4	-41.2904017	174.7686615	New Zealand
University De Brown	3	41.8267718	-71.4025482	United States
University Nottingham	14	52.938636	-1.1951582	United Kingdom
University Macau	1	22.1294181	113.5449113	China
Muskingum University	1	39.9996605	-81.7378895	United States
Universityersité De Lyon Ii	1			
Core Curriculum At Columbia University	1	40.8068461	-73.9616453	United States
Warsaw University	1	52.2403463	21.0186012	Poland
University Montevallo	1	33.1067187	-86.86541679999999	United States
Philipps University Marburg	1	50.8106859	8.7741641	Germany
Cuny Grad Sch University Ctr	1	40.748449	-73.9834916	United States
University of Jena	1	50.9295513	11.5898195	Germany
University Missouri	2	38.9403808	-92.32773750000001	United States
University of Liège	2	50.5830803	5.559063999999999	Belgium
University of Athens And Hellenic Foundation	2			
University Sheffield	8	53.3809409	-1.4879469	United Kingdom
National Defense University	2	38.8667772	-77.01455229999999	United States
Norway University of Oslo	1	59.9399586	10.7217496	Norway
University of Southampton	11	50.9365797	-1.3960169	United Kingdom
International University Bremen	2	53.16771689999999	8.6542654	Germany
University Pablo Olavide	1	37.3552405	-5.937404099999999	Spain
History Edge Hill University	2	53.5596834	-2.8738498	United Kingdom
University Navarra	2	42.8014859	-1.6597295	Spain
Washington State University Libs	1	46.730882	-117.163458	United States
Tech University Clausthal	1	51.80454	10.33415	Germany
Cent Michigan University	3	43.5819086	-84.7756364	United States
Anglia Polytech University	1	52.2032672	0.1345112	United Kingdom
University of Chester	2	53.20027109999999	-2.8991705	United Kingdom
University of West England	1	51.5001344	-2.5475301	United Kingdom
Universityersità Degli Studi Lorientale	1			
University Amsterdam	13	52.35581819999999	4.955726299999999	Netherlands
University So Denmark	3	55.3706746	10.4280673	Denmark
Catholic University of America	2	38.9368811	-76.99869199999999	United States
University Warwick	10	52.3792525	-1.5614704	United Kingdom
University Zurich	2	47.3743221	8.550981199999999	Switzerland
Florida State University College of Law	1	30.4390929	-84.2868109	United States
